index,score
NUMyr,0.009832545796842328
nut,-0.06116587506733948
nvus,0.0459289944766089
nxt,-0.13575435282472664
ny,0.07238503161841134
nyad,-0.17442183982665702
nyb,1.942104212417648
nyc,-0.09156579410270116
nymo,-0.9177941570008658
nzd,-0.36148179440048184
o,-0.19107856331780762
o/n,-0.5201045192445509
o/s,-0.021139753976216626
ob,1.4176298349245837
obama,-0.2776432594634651
obesity,1.0200971584481253
obj,0.004841285685765622
objective,-0.08554205193637637
observation,-0.7870699857933581
observe,-0.1492224451770102
obsess,-1.0
obsolete,-1.2
obv,-0.11216215702004013
obvious,-0.14999283359610147
obviously,0.081179250483458
occur,0.0161164449445542
oct-NUM,0.057935715711718905
oct,-0.17425676847989252
oct.,-0.03363416718010383
octNUM,-0.03590027095831882
October,0.1848110438248189
odd,-1.3
odds,-0.20759731481218746
of,-0.017460400658841194
off,0.06833307781205845
offense,-1.0
offer,0.60843120145975
offering,0.11592310598586146
office,0.9374254985965224
officer,-0.08891800951425427
official,-0.05608074563836033
officially,-0.05387606898858162
offset,0.5267651560524392
often,0.14580829337125162
oh,-0.012902453035592948
ohh,0.583676654748725
ohhh,-0.2556017390473461
oil,-0.38272574333966836
oil/gas,1.633060491115991
ok,1.2
okay,0.9
ol',-0.047728249964167975
old,0.011545903700956121
older,-0.1279659139770936
ole,-0.195409599795357
omd,-0.6310604974787272
omen,-0.09523809523809507
omg,-0.026628309342943184
ominous,-1.4
omt,-0.7265778032583259
omthera,1.541225793571571
omxh,1.5871431423437812
on-a-stick,0.8279496905569973
on,0.0845122457736993
once,0.3940318536861249
one,0.6113717336765866
ongoing,-0.01526460504877274
online,0.517764349123221
only,0.3358677527900451
onto,0.6134428071451459
onvo,1.543552041108612
onward,0.053576289950815814
oop,-0.32678801777268196
op,-0.03764288126223107
open,-0.1619343714800215
opening,-0.06798839683243113
operate,-0.10687062686489379
operating,-0.13079710886791315
operation,0.13748790638389377
operational,-1.0723655922089894
operator,-0.030646149035141467
opex,-0.005968437873695872
opinion,-0.0029710473398271483
opp,0.3371304836988584
oppenheimer,0.29569631805607066
opportunity,1.8
oppose,-0.16277292054846867
opposite,-0.032181931106970554
oppty,0.5433619484927131
oppurtunity,-0.10346082182114863
opt,-0.04331113919762339
optimism,2.5
optimist,2.4
optimistic,1.3
option,0.2933467847308047
or,-0.019346861360444372
oracle,0.028748253144340184
orange,-0.039118355977888
order,1.255358262104955
orderly,0.7976142942703134
ordinary,-0.04615164110649276
ore,-0.047728249964167975
organic,-0.10241442662253919
original,1.3
originally,0.051246886039910754
orphan,1.7528448792174087
os,-0.04366109663844374
osc,-0.32309333842944243
oscillator,-0.35269587785365425
osma,-0.7456882136543873
ot,0.5090192492223677
otc,0.28282757702801636
other,0.548028079647142
otherwise,-0.025109461764876367
otm,-0.06401367014811177
ouch,-1.4138114034917815
ought,-0.05206718177909239
ounce,-0.179774360654395
ourselves,-0.036620323921456234
ous,0.16687156101473505
out,0.46471098945966505
outage,-0.4076250537480292
outbreak,0.5785142299416601
outcome,0.06724332982241149
outflow,-0.5981558453967808
outlet,0.5785142299416601
outline,-0.061869953657254916
outlook,-0.286284885593705
outpace,0.05238570572968655
outperform,1.8718909281543579
outperformance,0.7703057573291151
output,-0.05113945821986538
outside,0.0978166572896059
outstanding,3.0
outta,0.44092451768634655
over-sold,1.9752445597923733
over,-0.2369017538077896
overall,0.3388731053334765
overbot,-0.42411766740966633
overbought,0.014348877272784085
overcome,0.834354572026761
overdo,0.15795772023829827
overdue,-0.24214398688422362
overextend,-0.9006205057034083
overhead,0.357689492247288
overlap,-0.02192919592948258
overlay,-1.108565506444251
overlook,0.6358607981569003
overly,-0.10290955998280062
overnight,-0.26053762644087686
overprice,-1.1213988820409917
overreact,-1.0
overreaction,-0.7
overseas,-0.0989694430158475
oversell,-0.9
overshoot,-0.16614590798337395
oversold,0.14538426654002834
overtake,0.675148369298898
overvalue,-1.5538431469633995
overview,-0.05176672933757141
overweight,-1.5
overwhelming,-0.19275788947567637
owe,0.23312563701127448
own,0.32530551930918744
owner,0.34317682166034374
ownership,0.9793864804492753
p-NUM,-0.7234054751325785
p,-0.06115176209772735
p.,-0.33159237494625193
p.m.,0.0039300687334227185
p/b,0.4823896060846907
p/e,-0.07970474415938085
p/m,1.055576884684492
pa,0.1143787336640202
pace,0.32656789207997045
pacer,2.5857456578159312
pacific,-0.04728461543711641
pack,2.2124176482331803
package,0.4985526053104412
pad,0.44320465098306927
page,0.4158571965605398
pain,-2.3
painful,-1.9
paint,-0.4589172346593794
pair,-0.6967845141275619
palladium,1.2232683871733598
palm,-0.3523004156514261
pan,-1.224165113945822
panel,1.5742767779900937
panic,-2.3
pants,0.04221874310451715
papa,-0.15415356338895023
paper,-0.022508457708751956
par,-0.3616781670386375
para,-0.05761788734413079
parabolic,-0.13106824080066218
parade,-0.05644578217317228
paradigm,0.4031289134104068
parallel,0.4403368353505302
parent,-0.052936674972989914
parity,-0.7379190968126041
park,0.8385298619347892
part-NUM,-0.08062204385839186
part,0.07640192184114808
partial,-1.6057279111887115
participate,-0.4240807096332394
participation,-0.108504413661695
particular,-0.2679381914726622
particularly,-0.13690698007739716
partner,1.5500099820323416
partnership,2.0440246266397883
party,1.7
pass,0.05406761336088521
past,0.17885162080156558
pat,-0.020796746610133466
patent,1.9329289246052783
patern,0.053576289950815814
path,-0.054486348562203704
pathetic,-2.7
patience,0.40804701902510104
patient,0.8131315712423803
patiently,0.1992869976898722
patter,-0.022932492475275935
pattern,-0.15480227176821393
paul,-0.05701590941665473
paulson,-1.327472807478541
pause,-0.022373050622552414
pay,-0.4
payable,0.4357973828926116
payday,0.3229616992443905
payment,0.6837256574529482
payoff,1.0894789379117589
payout,1.8049513430104211
paypal,0.5265889819377751
payroll,-0.8572165687258134
pb,-0.012996590793857503
pc,-0.16796772127632623
pdufa,0.886406630227754
pe,0.1837566892568868
peace,2.5
peak,-0.225326438885275
peanut,-0.18596166625405586
peek,1.8481483330005988
peel,0.6334480288422012
peep,-0.11963116907935588
peer,1.5871431423437812
peg,-0.009287659452486741
pend,-0.05925011130966578
penetrate,-0.1830777315942858
pennant,0.3763536737255257
penney,-0.4806572243866212
penny,0.27896300320625034
people,0.07916448941414421
pepitoNUM,0.3961868636454382
per,0.39069050708724296
percent-fib,-0.32313966669706984
percent-NUM,1.1490262582296904
percent,0.3869770429098742
percentab,1.0144026466645757
percentage,0.050827828091253933
percentfib,-0.23001289952701734
percentshort,0.6675983230185666
perception,0.26614316452607506
perf,1.633060491115991
perfect,2.7
perfection,2.7
perfectly,3.2
perform,0.5250247034329807
performance,0.4098605028431343
performer,1.0559106815279655
perhaps,0.0034298511127176198
period,0.13679783169955098
perk,2.6761093190152443
perma,-0.2529740576178873
permission,0.5769614693551601
permit,0.5785142299416601
persist,-0.008599684678228437
persistent,-0.036890442222246723
person,0.1625255331363997
personal,0.030310752298978397
personally,0.5599991443972278
perspective,-0.13606300084518536
pessimism,-1.5
pessimistic,-1.5
pet,2.0083849071670987
peter,-0.1045238867557311
petition,0.05776269381779469
pf,-0.24333922570987182
pharma,1.262978403579441
pharmaceutical,0.16831924757658415
phase,0.8939783389898182
phd,0.5707060624209754
phenomenal,0.8888067412723019
phone,0.07606308644440007
photo,0.3506874229258146
phrase,0.05776269381779469
physical,0.5649588635193495
physician,1.6298662407666202
pic,0.6352339374032401
pick,0.53742809684777
pickup,0.9063685366340586
picture,-0.18236832999625024
pie,-0.02701877597821416
piece,0.16849133098883545
pierce,-0.17344570324012526
pig,-0.6106955213927303
pile,0.3779927443732593
pill,2.8676382511479335
pilot,1.5500099820323416
pin,0.48186502390934427
pinch,0.22958674386105007
pincus,0.19247354761429425
ping,0.06343526706872676
pink,-0.14294586976255297
pip,-0.22627806814504284
pipe,-0.13338060645378644
pipeline,2.6585532510433936
piper,0.4731718201355208
piss,-1.7
pit,-0.321469673648198
pitch,-0.3137656381170789
pitchfork,-0.1769703089177096
pity,-1.2
pivot,0.0101200750042329
pivotal,-0.13266871572733668
pizza,0.04847940373993478
pl,0.025779683526174643
place,-0.017987874524899524
placement,0.3881014174485925
plain,-0.10498130220073755
plan,0.6911825380980913
plane,0.04053879487510716
planet,-0.014203607446953216
planning,-0.1471953301106232
plant,-0.36487233563340804
plate,0.36010453910234297
platform,0.38252457052714955
platinum,0.4494160511080056
play,1.4
playbook,-0.544471616441007
player,0.24080106788173447
playing,0.8
plb,-0.37265300272323293
please,1.3
pleased,1.9
pleasure,2.7
plenty,0.4770490041003117
plummet,-0.8541496511970931
plunge,-1.241556357987304
plus,1.3695011317291235
plz,0.3
pm,0.5966971763828557
pmo,-0.3066947862705352
pmus,-0.8947589699488804
pnf,-0.17996608127513314
pNUM,-0.6771419386819549
po,-2.6
poc,-0.7431891599872124
pocket,0.8175010412615092
point,-0.10907632472771908
poise,2.441097461460806
poke,1.463936343153751
poker,0.08406622465526949
pole,-0.21665180233218173
policy,-0.5791880280629026
political,-0.26168174432662744
politician,-0.21194954405249852
politics,0.06076335323690085
poll,1.059910343200423
pong,0.005569974046715868
pony,-0.24917035093328652
ponzus,-0.7454493335244373
pool,0.8542338077175363
poop,-0.39191397998908384
poor,-2.1
poorly,-0.8026372366346567
pop,0.28690727221878193
popular,1.8
popularity,2.1
population,0.9853653453109921
por,-0.45842934477017855
port,1.541225793571571
portfolio,0.38056831037465877
portion,0.17283985600113355
portugal,-0.847147119757122
pose,0.23311884761275858
posible,0.059413056498303043
position,0.6443347456281456
positioned,-0.05993024700205447
positive,2.6
positively,2.4
positon,-0.026515694424537765
poss,-0.3293320911566575
possibility,-0.15385426305644373
possible,-0.0812373858210669
possibly,-0.10611685735700788
post-earnings,0.3148618201522974
post,0.06581119066342185
poster,0.3316564345668476
postion,0.42739910266782943
postive,1.5500099820323416
potato,-0.07411364613600514
potent,-0.11193922889494051
potential,0.4968355568578678
potentially,-0.18865558262863694
potentiel,1.9508884008784189
pounce,0.7279205123086137
pound,-0.4153024534027955
pour,0.2404117739102999
powder,0.12126224743513596
power,2.3607324996823915
powerful,1.8
pp,1.0718197354590335
ppl,0.26674160424279775
ppt,-0.1835508079300708
pr,0.9635786239632899
praise,2.6
pray,1.3
pre-earnings,-0.25291893143405275
pre-holiday,1.718506687961669
pre-market,0.21928476111420486
pre-mkt,0.09972352795271554
pre-open,-0.21004729826573026
pre-order,2.83809143541625
pre,0.669801682977965
preach,-0.2589173952510632
precede,-0.23856162311085619
precedent,0.3720731255169267
precious,2.7
predict,-0.036805781767799896
predictable,-0.1864903048792974
prediction,-0.03727375343550638
prefer,-0.02155843817407132
preference,0.06080166810851587
preferred,0.49130992784416605
preliminary,0.45069643871799997
prem,1.3869012385892552
premarket,-0.0058097869744776175
premature,-0.2842589938368926
premium,-0.005419683433156256
premkt,0.1635056897584348
preorder,1.4724163172955318
prep,0.7999543678521501
prepare,-0.044477700000247006
prescribe,0.9258657493434896
present,1.3674492645586025
presentation,0.2121426714932002
presently,-0.36233338110935875
president,-0.04169598022509689
presidential,-0.04234866943767622
press,0.627230970407645
pressure,-1.2
pretend,-0.4
pretty,2.2
prev,-0.08624462138515925
prevail,-0.17420957822455585
prevent,0.1
preview,0.11663006588141343
previous,-0.06069207704656511
previously,-0.13212677611425452
price,0.253286210441895
price/volume,1.718506687961669
priceless,-0.1002666532263781
priceline,-0.2515959030220178
pricing,-0.005695899178480369
primary,-0.2627604987817113
prime,0.37623705900807103
print,-0.0941694486046983
printer,0.5220534255271727
printing,0.26848998006796326
prior,-0.04936059751883187
priority,1.6757835895388304
private,0.0023436075932886003
prize,2.3
pro,-0.011050061332325181
prob,0.03891595128768217
probability,-0.24488950256642425
probable,-0.34218694758969953
probably,0.12574289356082136
probe,-0.7464526300702308
problem,-1.7
procedure,0.1801557197045318
proceed,0.4616224129899516
process,-0.041631730301789245
processor,0.8491791698020482
prod,1.0603770356215971
produce,0.052120468870319146
producer,0.3484394756105677
product,0.18714389647890037
production,0.5514467401300607
professional,0.6346576162906772
profile,-0.2070445750322488
profit-taking,0.675148369298898
profit,1.9
profitability,1.1
profitable,1.9
program,0.09332766238162592
progress,1.8
proj,0.30611565848140027
project,0.17441367443363823
projection,0.4642234344585673
prolly,0.28188092079418325
promise,1.3
promising,1.7
promote,1.6
prone,-0.37343479223943643
pronova,1.633060491115991
proof,0.07862501294324001
prop,-1.6102442560089123
propel,1.4428040954852703
proper,0.5053109531049236
properly,0.7241897917082587
property,0.5738630465162707
proposal,-0.20368222862131458
propose,1.0372845544686244
proprietary,-0.47574835836266216
prospects,1.2
prosperity,-0.47554663736403724
protect,1.6
protection,-0.031611803863488004
protective,0.5503237030487976
proud,2.1
prove,0.21492772180089229
proven,-0.12804771232462203
provide,-0.07066586129937134
provider,0.535631940937685
proxy,-0.015163241994258217
prudent,0.6027411528813348
psar,0.18224038835359513
pst,1.4039669770882972
psychological,0.041964005020847406
psychology,-0.3126316137639057
pt,-0.08676895469457159
public,-0.07848645549663179
publication,1.633060491115991
publicly,-0.014545294178374314
publish,0.5739699579892498
puke,-2.4
pull-back,0.08902687805628046
pull,0.29357130211441523
pullback,0.8560048729963138
pump,0.09077506641890802
pumper,-0.3705682306800269
pun,0.3153852477305558
punch,0.6103873633520271
pundit,-0.23953705030815534
punish,-2.4
puppy,-0.06373940304976852
purchase,0.7969854262327809
pure,-0.06725056717890296
purely,0.3881014174485925
purple,-0.08647131214384235
purpose,0.11346863430504175
push,-0.09071311034025939
put,0.13839444555355918
put/call,-0.6624173304121713
pve,1.942104212417648
px,-0.03575384054099831
pyramid,-0.21395298839042567
q,-0.01933427520356004
qe,-0.4712627203669199
qeNUM,-0.6111509244661029
qNUM,-0.08152501074960584
qnx,-0.013305474865507523
qpsa,0.5918346975444201
qqqq,-0.6148021889288519
qrtr,0.0625140481399215
qtr,0.732657023808757
quad,0.011017628586005494
quadruple,1.541225793571571
qualify,-0.984981681893384
quality,0.23781662791605945
quant,-0.3317567244756583
quantitative,-0.847147119757122
quarter,0.06323438361289078
quarterly,-0.08031431004392577
que,-0.4836643709028915
question,-0.17489203656735502
questionable,-1.2
quick,0.1286708697925622
quicker,-0.06853287174342067
quickly,-0.07590279396107227
quiet,1.1115104136014333
quietly,1.0758815949472786
quit,0.2515680109136885
quite,0.1565961519189263
quote,0.2754256623791463
r-NUM,-0.07424394438870574
r,-0.016537855150439356
r.,-0.2010542237564764
r/r,0.5494648022306569
rabbit,-0.05323986605339615
race,1.5871431423437812
racing,0.5968080983641213
radar,1.2032231611764101
radio,-0.06257418468970698
rage,-2.6
raid,1.5034842624136313
rail,-0.22497065402960528
railroad,0.9700605576628747
rain,-0.0926854904209067
raise,0.6654228226366117
rally,-0.20585810427736548
ralph,1.8014019209866678
ramp,1.8688478919762586
ramping,0.9914461661317349
random,0.8780214661228828
range,-0.10134342510005417
rank,0.9973476314063286
rapid,0.1549913452488816
rapidly,-0.02567165129871162
rare,0.14045998894104372
rarely,-0.15479053246001775
rate,0.1232980634857257
rather,0.010424401544845162
rating,0.03863437046614183
ratio,-0.18190461729274557
rational,0.7570772609303255
ravicher,1.9752445597923733
ray,0.809742463565581
raymond,0.7703057573291151
rba,-0.9390855668625483
rd,-0.4460973273085248
re-enter,-0.08224101950142124
re-entry,-0.06476879631530628
re-evaluate,-0.21715796346726526
re-post,-0.5872802845713859
re-short,-2.117586355166977
re-test,-0.029371230747180246
re-visit,-0.9192401406820181
re,0.3737358395275515
reach,0.1
react,0.6499489038542503
reaction,-0.1324148896995226
read,0.33868697945198756
reader,0.02764255110032709
reading,0.005363525178830945
ready,1.5
reaffirm,0.14314625830368058
real-estate,1.942104212417648
real,-0.05250561102614631
realistic,-0.04469587749102794
realistically,0.583676654748725
reality,-0.4589228508212524
realize,0.47766792882055975
really,0.15296291279386703
reap,-0.021299306744717614
rear,-0.028276582239603578
reason,-0.05244205653095225
reasonable,0.11528737761518786
reasonably,1.541225793571571
reasoning,0.14928557168525214
rebind,0.31497669828674024
rebound,0.6854680443126904
rebuild,-0.3538136584114723
rebuttal,1.8726292673188258
rebuy,0.3172068055278279
rec,0.24962498333040048
recall,-0.0378844775691558
recap,-0.1472109659009471
recapture,0.5457970120186828
recco,1.718506687961669
receive,0.14172826574503536
recent,0.19596075680956143
recently,0.213104364161336
recession,-1.8
recipe,0.22958674386105007
reclaim,0.8391770337867351
recognition,-0.06699227865918428
recognize,0.12912619354128088
recommend,1.5
recommendation,0.16873110183047035
record,0.45965119926988585
recoup,0.2740385986542907
recover,-0.03836889258898947
recovery,0.4557229419477372
rectangle,0.832150405132829
recycle,-0.059552816396732114
red,-0.5596209828138756
redline,-0.19687544790024364
reduce-it,2.264723497704132
reduce,-0.21585813302176127
reduction,-0.051848380943980796
reenter,0.13444036029264964
reentry,-0.03439873871291386
ref,0.09537118900265243
refer,0.4541237175241728
reference,0.1885721626131507
refiner,0.22958674386105007
reflect,-0.08233162932173971
refresh,0.27026224590608666
refuse,-1.2
reg,0.6065082850868436
regain,0.34140448309470356
regard,-0.021269160365068224
regardless,0.43841086045118777
regchannel,-0.43792240438363483
region,-0.17569741161542812
regional,0.4127954297648848
register,0.03053203923340459
regression,-0.2857392005192427
regret,-1.8
regular,-0.12302416835910993
regularly,-0.08152501074960584
reid,-0.6063733218670861
reinforce,-0.11483619337997994
reit,1.893020470130509
reiterate,0.04368273471387865
reject,-1.7
rejection,-2.5
rel,0.7658211267149946
relate,0.8611712951774537
related,-0.0636280401061912
relation,0.4120161018287215
relationship,-0.15471902009095626
relative,0.47899934358416685
relatively,0.34839088582350686
relax,1.9
release,0.333451526770101
relentless,0.2
relevant,0.3615543304103897
reliable,-0.08166143784604443
reliant,0.5
relief,2.1
reload,-0.06832940729699992
rely,0.2645786603721146
remain,-0.3158335069730916
remainder,-0.2688440800055654
remains,-0.13931489178730083
remarkable,2.6
remember,0.11237197287307088
remind,-0.1263486052157658
reminder,-0.20665443877363793
remove,-0.002758655302728688
renew,0.6235951757424871
renko,-0.3978230715562465
reopen,0.011276671687931727
rep,0.29906168895987223
repair,0.14308789633205668
repeat,-0.04016047494619948
replace,-0.11345981763066475
replacement,-0.11873024973211295
reply,1.255839488919944
report,0.5023450353675423
reporter,0.053576289950815814
reporting,0.5350369335196642
repost,-0.0700014332807797
represent,-0.03606750161218602
republican,-0.688276517580321
repurchase,1.798362946695947
reputation,-0.026515694424537765
request,0.2463299394423371
require,-0.04490840105338168
requirement,-0.23913493542273787
research,0.7255683359696139
reserve,-0.09557877982702394
reset,-0.056150882310785806
reshort,-2.3935789021069227
resilient,0.6306869856480555
resis,-0.0005050608461816711
resist,-0.04509505591632578
resistance,-0.06861920686401346
resistance/support,-0.05206718177909239
resistant,-0.13879891070660744
resistence,-0.11183508681000458
resistencia,-0.04014990312826054
resitance,-0.31769692254141174
resolution,-0.06825609431822703
resolve,1.6
resource,1.2179990303168577
respect,2.1
respectively,1.4
respond,-0.2626812774440693
response,0.30228405771020644
rest,2.7835566071329922
restaurant,0.18873853151284206
restructuring,-0.054350007166403896
result,0.034552899121204475
resume,-0.0606679397253883
resumption,-0.07943815393435574
ret,-0.5143722419772296
retail,-0.1506447007199481
retailer,0.11419150776625071
retain,0.005662534710248748
retake,1.540292946756662
retard,-2.4
retest,-0.19215135445033682
retesting,0.06832146580599364
retina,-0.00828436290669342
retire,-0.040846640817975226
retirement,-0.14141703693086802
retrace,-0.18207253948146968
retracement,-0.3074613254101491
retreat,0.8
return,-0.043170943725728245
reuter,0.545602043306176
rev,0.4697789592768109
rev.,-0.27688570717319305
reveal,-0.05087331079703236
revenue,0.015263753302116627
reversal,-0.30306152969437206
reverse,-0.3066617381924068
reversion,-0.18364825084618688
revert,-0.5109094717809058
review,0.22182635358918068
revise,-0.2655152644403038
revision,-0.45901441733461196
revisit,-0.2109132990600671
revolution,0.5694749450988221
revolutionary,-0.7501031527833881
reward,2.7
rewarding,2.4
rice,0.7586344579756438
rich,2.6
richard,-0.07575912692725097
rid,-0.13314116753990626
ride,1.1245069220231168
ridiculous,-1.5
ridiculously,-1.4
right,-0.02767361324392699
rights,-0.02599465470579808
rim,0.6091720617174796
ring,-0.24989695205428694
ringtone,0.5134736960650318
rino,0.7115840136403127
rinse,1.5500099820323416
riot,-2.6
rip,1.550432258583761
ripe,0.3264342311464344
ripper,0.3495707726093032
rippin,0.583676654748725
rise,-0.07378968026922623
rising,2.04554049901189
risk-off,-1.4594893425336304
risk-on,-0.14381948852351611
risk-reward,-0.2556017390473461
risk,-1.1
risk/reward,0.3808575758274102
risky,-0.8
rite,0.30894865432697305
rNUM,1.0673055167365422
rNUMk,1.617239557032633
road,-0.0675977987932888
roadmap,-0.5525201853709804
roar,-0.061790326947271025
robert,0.836312818744444
robot,-0.013144140270412297
robust,1.4
roc,0.11671790776602116
roche,0.046772951544362985
rock,1.951972484529635
rocket,1.1426099687229627
rockin,0.7703057573291151
roe,1.798362946695947
roger,1.1389498901976443
role,-0.009913892900850077
roll,-0.5458812722321396
roller,0.725650351107137
rollercoaster,0.6763026552206028
rollin,0.028748253144340184
rolling,-1.2570403282743843
rollout,1.2965312437612297
rollover,-1.231172225864228
romney,0.2746127677251651
ron,-0.1615665758922173
roof,0.16078130072939426
rookie,0.9133838502460291
room,0.21230023958604274
root,0.06076335323690085
rotate,0.29050866335333275
rotation,0.16544764877765458
roth,1.8726292673188258
rotten,-2.3
rough,0.021064861027927487
roughly,0.41816621972341705
round,-0.23401560710280953
rounded,2.129766420443202
rous,0.5446681687248665
route,-0.32174366569522056
row,0.03401976958842898
royalty,1.6226569951864402
rpt,0.09972352795271554
rr,0.5346611393609152
rsi,1.4007358183840526
rsi/macd,0.44386770479803034
rst,-0.1542210118962302
rsus,0.13501797793141487
rt,0.010637994467102098
rt.,-0.30634722880673837
rubber,-0.09137716232456097
rubbish,-0.1019062634370073
rug,-0.5181246785657072
ruin,-2.8
rule,0.9805693217254513
ruling,2.261317863140463
rumble,0.9194853185834115
rumor,1.2349118954303293
run-up,0.47060829994330555
run,0.6531482043853973
runner,0.8014559560581229
running,0.5310441205829507
runup,0.09907209040533756
rus,0.22958674386105007
rush,-0.2420196973730007
russel,-0.07583358307165085
russian,-0.06533467106206106
russium,0.8797219550264083
rx,0.5916622806221529
s-t,-0.036890442222246723
s,0.5161704023594953
s.,-0.26686599834457475
s/r,-0.11481741164986096
s/t,-0.17109789307725384
sa,1.161586909955524
sabby,1.541225793571571
sach,0.16881749602851628
sad,-2.1
sadly,-1.8
safe,1.9
safer,1.8
safety,1.8
sailing,1.072434834688868
sake,-0.21173759969653255
salary,-0.08152501074960584
sale,0.41883516204407384
salesforce,-0.24894494609271717
salt,1.8354961070073863
same,-0.00738264863287
sample,0.8462587854682091
samsung,0.08714820236017555
sand,-0.14021954689896085
sandwich,-0.23362476709187302
sandy,-0.10555591749514633
sanity,0.22940246018704769
santa,-0.044601357814159096
sar,-0.28452671021110215
sarcasm,-0.9
sarcastic,-1.0
Saturday,1.4467697275339189
sauce,-0.31134638616364313
saucer,1.633060491115991
save,2.2
savings,-0.14195665457178872
savvy,-0.045492331947828576
saw,0.20507269920678695
say,0.05594870957218738
sayin,-0.14585373920904945
sb,0.8532197599875783
sc,-0.006919286522712542
scale,-0.21715027537112944
scaling,-0.12307720759916212
scallop,0.3521661010181677
scalp,0.14117445740524215
scalper,-0.03215008042297707
scalping,-0.0032965457933209113
scam,-2.7
scan,0.4499117421352545
scare,-2.2
scared,-1.9
scary,-2.2
scenario,-0.24056666139518418
scene,-0.370147877186532
schedule,0.3993253841926233
scheme,-0.2176752185753189
school,0.2519126589088792
science,0.5500867668965084
scientific,1.5500099820323416
scoop,0.6
score,-0.0333715541541255
scott,-0.023864124982083987
scottrade,0.5916622806221529
scramble,2.184467957676183
scratch,0.0009126429569631865
scream,-1.7
screen,-0.11331738349081047
screencast,-0.2448862589324105
screener,-0.2734258718205977
screenshot,0.17336067805223318
screw,-0.4
script,0.12128484517342468
se,-0.2092908951579034
sea,0.27376808700860217
seal,1.942104212417648
search,0.453529102161564
season,0.17295268516669993
seasonal,0.11311812650272986
seasonality,-0.09226637935153131
seat,0.8326329377307183
seatbelt,-0.07583358307165085
sec,0.10729527430335555
second,0.0971052106208824
secondary,0.16889139778284126
seconds,-0.165198696337656
secret,2.00956739407528
section,0.6180508418180611
sector,0.16942217187357353
sectorsurfer,2.431623078458774
secular,-0.6246678647423934
secure,1.4
security,1.4
see,-0.0040803790085087895
seed,-0.07092692315567493
seek,0.24636895823542468
seeking,0.17284443557152684
seem,0.010644099717502535
segment,0.6702934717508484
select,0.5832701137951687
selection,0.1168696346576163
self,-0.12682774731008398
sell-off,-0.3909481968783506
sell,0.21840646267860095
seller,0.08864321145015891
selling,-0.06580683902917643
selloff,-0.10107761981641393
sellstop,2.7406667997604313
semi,0.2336735053374514
semiconductor,0.2567404793820104
semus,0.6247758959980412
sen,-0.06363766661889064
senate,-0.26956102518665265
send,-0.03315499561008812
senior,-0.007296702151224136
sense,-0.188981745882993
sentence,0.3
sentiment,-0.2538549625747381
sep,-0.1896479059434972
sep.,-0.24644239235037607
separate,1.0762744706586944
separation,0.19199726207112916
sept,-0.01128708614017486
sept.,-0.0926854904209067
September,-0.15989495179184265
sequence,-0.0789484777715015
sequential,-0.14299083543407368
series,-0.13755139517863121
serious,-0.3
seriously,-0.7
serve,-0.34321466183921057
server,-0.3670547766189752
service,0.006082509426956756
session,-0.06474778030068722
set-up,-0.1041010525266249
set,0.4079055651149626
setting,0.9345704048502176
settle,0.8733458030917275
settlement,1.5939234664959392
settup,0.050930547237195284
setup,0.391002501174158
several,-0.017510282942417084
severe,-1.6
severely,-2.0
sexy,2.4
sf,2.2627270912357758
sg,1.798362946695947
sh,-0.19645920745463064
shadow,-0.443864426725406
shady,-0.37343479223943643
shake,-0.7
shakeout,-1.3
shaky,-0.9
shale,-0.04003814731921369
shall,-0.03000774366328313
shallow,1.4678340891157835
shame,-2.1
shanghaus,-0.10801671965905461
shape,0.6105541099467281
shaped,1.8726292673188258
share,1.2
shareholder,0.21252855970364462
shark,-0.09438621308523032
sharp,-0.4493182023744698
sharply,-0.11141412695846065
shave,0.06076335323690085
she,0.720085663986642
shed,-0.07411364613600514
sheep,-0.18533549007964942
sheesh,0.7586344579756438
sheet,-0.46946700076935843
shelf,0.5584103412618897
shell,-0.27667989170067453
shift,-0.06663043567190424
shine,0.8554498515862197
shiny,-0.15211886675266334
ship,0.7716184941179939
shipment,-0.11082262952071205
shipper,1.4601086465414892
shipping,0.014492432140665321
shirt,-0.1774831589508385
shock,-1.6
shocking,-1.7
shoe,-0.15397182361808281
shoot,-1.4
shooting,-1.0780220098116524
shop,1.5196240969154042
shopper,0.053576289950815814
shopping,1.4281395528864402
short-squeeze,0.09862247953683369
short-term,-0.08018023157921113
short,-1.2361031967937526
shortable,-2.6400262368048155
shortage,-1.0
shorted,0.3021854779044779
shorter,1.8859598177825394
shortie,2.429737141708225
shortly,0.2745758043684632
shorts,0.2607580091602169
shortterm,-0.45026802350580475
shorty,0.49680574965062885
shot,0.34782629362385786
should,0.18472306859448553
shoulda,0.13513856875805388
shoulder,-0.4405792128254579
shout,-0.13901699421348002
show,-0.02001302506380024
showing,-0.03777521747279521
shr,1.6168440666449508
shrink,-1.06541543769126
shrt,-0.4152307893638099
shrug,-0.06895673084579475
shut,0.03327344113928265
shuttle,-0.5747855507924313
shy,-1.0
si,-0.2638328658107932
sick,-2.3
side,-0.107956331945001
sideline,0.10506920875756957
sideways,0.08053373946624431
sierra,2.1281692952685165
sig,-0.6077766474005102
sigh,0.1
sight,-0.2781246424325784
sigma,-0.0884538995474929
sign,0.570026880907296
signal-below,-1.5883299093848045
signal-new,0.18583692211162745
signal-NUM,-0.08967927586244889
signal,-0.22730228483174145
